perSquarePrice,square,orientation,houseUrl,floor,houseType,xiaoqu,totalPrice,buildInfo,houseArea
73493,40.82平,朝南,http://sh.lianjia.com/ershoufang/sh4558754.html,低区/6层,1室1厅,文兰小区,300万,1992年建,浦东塘桥
65841,45.26平,朝南北,http://sh.lianjia.com/ershoufang/sh4558079.html,低区/6层,1室1厅,新泾五村,298万,1995年建,长宁北新泾
73473,144.27平,朝南北,http://sh.lianjia.com/ershoufang/sh4557730.html,低区/11层,3室2厅,星惠佳苑,1060万,2001年建,杨浦东外滩
49597,37.3平,朝南,http://sh.lianjia.com/ershoufang/sh4557443.html,低区/6层,1室1厅,高南新村,185万,1995年建,浦东外高桥
113519,184.99平,朝南北,http://sh.lianjia.com/ershoufang/sh4557170.html,中区/35层,3室2厅,财富海景花园,2100万,2006年建,浦东陆家嘴
55555,72.0平,朝东南,http://sh.lianjia.com/ershoufang/sh4557056.html,中区/18层,2室1厅,市光四村,400万,1996年建,杨浦中原
47692,65.0平,朝南北,http://sh.lianjia.com/ershoufang/sh4556755.html,中区/18层,2室1厅,御上海,310万,2009年建,松江松江大学城
57729,46.77平,朝南,http://sh.lianjia.com/ershoufang/sh4555835.html,高区/6层,1室1厅,南泉小区,270万,1989年建,浦东塘桥
52171,82.42平,朝南,http://sh.lianjia.com/ershoufang/sh4555813.html,高区/6层,3室1厅,东陆新村六街坊,430万,1995年建,浦东金桥
65179,45.72平,朝南,http://sh.lianjia.com/ershoufang/sh4555550.html,低区/6层,1室1厅,复旦小区,298万,1988年建,虹口凉城
73250,40.0平,朝南,http://sh.lianjia.com/ershoufang/sh4555064.html,低区/6层,1室1厅,香楠小区,293万,1995年建,浦东张江
79383,85.66平,朝南,http://sh.lianjia.com/ershoufang/sh4554476.html,低区/34层,2室2厅,和平花苑,680万,1997年建,杨浦鞍山
52108,42.22平,朝南,http://sh.lianjia.com/ershoufang/sh4553268.html,中区/5层,1室1厅,凤城三村,220万,1965年建,杨浦控江路
70309,68.27平,朝南北,http://sh.lianjia.com/ershoufang/sh4552947.html,中区/4层,2室1厅,联建新村（长宁）,480万,1959年建,长宁虹桥
68933,63.83平,朝南,http://sh.lianjia.com/ershoufang/sh4551573.html,高区/6层,2室1厅,云台一小区,440万,1994年建,浦东世博
54197,43.36平,朝南,http://sh.lianjia.com/ershoufang/sh4551115.html,高区/7层,1室1厅,三门路358弄,235万,1995年建,杨浦五角场
80471,288.3平,朝南,http://sh.lianjia.com/ershoufang/sh4550649.html,低区/44层,4室2厅,老西门新苑,2320万,2006年建,黄浦老西门
42582,73.27平,朝南北,http://sh.lianjia.com/ershoufang/sh4550124.html,低区/5层,2室2厅,中虹华苑,312万,2006年建,嘉定江桥
67030,40.28平,朝南,http://sh.lianjia.com/ershoufang/sh4549469.html,低区/6层,1室1厅,新泾三村,270万,1985年建,长宁北新泾
70905,64.17平,朝东南,http://sh.lianjia.com/ershoufang/sh4549107.html,中区/25层,2室1厅,泾东小区,455万,1990年建,浦东洋泾
123823,40.38平,朝西,http://sh.lianjia.com/ershoufang/sh4562330.html,高区/22层,1室1厅,君悦静安,500万,2004年建,静安曹家渡
60100,133.11平,朝南,http://sh.lianjia.com/ershoufang/sh4561443.html,中区/6层,3室2厅,华光花园,800万,2000年建,闵行金虹桥
68214,49.11平,朝南,http://sh.lianjia.com/ershoufang/sh4561382.html,高区/6层,2室0厅,柳营路1025弄,335万,1984年建,闸北大宁
81771,50.14平,朝南北,http://sh.lianjia.com/ershoufang/sh4561181.html,高区/7层,2室0厅,百溪公寓,410万,1993年建,黄浦五里桥
80100,79.9平,朝南,http://sh.lianjia.com/ershoufang/sh4561147.html,高区/10层,2室2厅,金沙雅苑（二期）,640万,2003年建,普陀长征
51369,61.32平,朝南北,http://sh.lianjia.com/ershoufang/sh4561060.html,低区/6层,2室1厅,海上新村,315万,1996年建,闵行古美
114828,35.27平,朝南,http://sh.lianjia.com/ershoufang/sh4560867.html,中区/6层,1室0厅,武康路280弄（公房）,405万,1981年建,徐汇衡山路
52560,88.47平,朝南,http://sh.lianjia.com/ershoufang/sh4560558.html,高区/6层,2室2厅,绿茵苑（浦东）,465万,1998年建,浦东三林
39800,74.12平,,http://sh.lianjia.com/ershoufang/sh4560517.html,高区/6层,2室1厅,德华一村,295万,1996年建,嘉定南翔
54887,76.52平,朝南,http://sh.lianjia.com/ershoufang/sh4560423.html,高区/6层,2室1厅,新泾五村,420万,1995年建,长宁北新泾
79222,66.9平,朝西北,http://sh.lianjia.com/ershoufang/sh4560208.html,高区/35层,2室1厅,阳明新城,530万,1997年建,杨浦周家嘴路
125720,38.18平,朝南,http://sh.lianjia.com/ershoufang/sh4559987.html,低区/7层,1室0厅,裕德路66弄,480万,1994年建,徐汇徐家汇
44971,80.05平,朝南北,http://sh.lianjia.com/ershoufang/sh4558815.html,高区/5层,2室2厅,世博家园十一街坊,360万,2006年建,闵行浦江
69906,101.85平,朝南北,http://sh.lianjia.com/ershoufang/sh4476795.html,低区/12层,2室2厅,今达花园,712万,2001年建,浦东金桥
89528,62.55平,朝南北,http://sh.lianjia.com/ershoufang/sh4476022.html,中区/6层,2室1厅,东园三村,560万,1996年建,浦东陆家嘴
55797,77.96平,朝南北,http://sh.lianjia.com/ershoufang/sh4475676.html,高区/6层,2室2厅,龙柏四村,435万,1996年建,闵行龙柏
78676,68.0平,朝南,http://sh.lianjia.com/ershoufang/sh4475357.html,中区/32层,2室1厅,中紫小区,535万,1996年建,长宁虹桥
68322,104.65平,朝南北,http://sh.lianjia.com/ershoufang/sh4474657.html,低区/11层,3室2厅,东旺名苑,715万,2010年建,浦东三林
73649,48.88平,朝南,http://sh.lianjia.com/ershoufang/sh4473681.html,低区/6层,2室0厅,虹梅花苑,360万,1994年建,长宁西郊
62567,74.32平,朝南,http://sh.lianjia.com/ershoufang/sh4472644.html,低区/15层,1室2厅,久华佳苑,465万,2005年建,宝山大华
80124,237.13平,朝西,http://sh.lianjia.com/ershoufang/sh4472545.html,中区/62层,3室2厅,世茂滨江花园,1900万,,浦东陆家嘴
76674,74.34平,朝南,http://sh.lianjia.com/ershoufang/sh4472250.html,高区/18层,1室2厅,灵广花园,570万,2007年建,闸北不夜城
42548,149.24平,朝西,http://sh.lianjia.com/ershoufang/sh4471864.html,高区/22层,2室2厅,宝丰大厦,635万,1997年建,闸北不夜城
64452,45.77平,朝南北,http://sh.lianjia.com/ershoufang/sh4471726.html,低区/6层,2室1厅,江南一村,295万,1954年建,徐汇斜土路
57891,49.23平,朝南,http://sh.lianjia.com/ershoufang/sh4471306.html,高区/6层,1室1厅,齐七小区,285万,1997年建,浦东世博
62590,111.04平,朝南,http://sh.lianjia.com/ershoufang/sh4471053.html,高区/11层,2室2厅,名都新城,695万,2001年建,闵行莘庄
60879,50.92平,朝南,http://sh.lianjia.com/ershoufang/sh4471046.html,低区/6层,1室1厅,控江西三村,310万,,杨浦黄兴公园
83485,125.77平,朝东南,http://sh.lianjia.com/ershoufang/sh4471039.html,中区/20层,2室2厅,嘉园,1050万,2001年建,静安曹家渡
45351,70.56平,朝南北,http://sh.lianjia.com/ershoufang/sh4470842.html,低区/11层,2室1厅,奥林匹克花园,320万,2005年建,松江九亭
69905,167.37平,朝东北,http://sh.lianjia.com/ershoufang/sh4470440.html,中区/34层,4室2厅,佳安公寓,1170万,2000年建,徐汇徐家汇
60262,56.42平,朝南,http://sh.lianjia.com/ershoufang/sh4469191.html,高区/10层,1室1厅,隆德小区,340万,1989年建,普陀武宁
64350,54.39平,朝南北,http://sh.lianjia.com/ershoufang/sh4468754.html,低区/6层,2室1厅,控江四村,350万,1985年建,杨浦黄兴公园
60081,98.2平,朝南北,http://sh.lianjia.com/ershoufang/sh4468688.html,中区/6层,3室2厅,伟业金锦苑三村,590万,2004年建,浦东金桥
90038,123.28平,朝南北,http://sh.lianjia.com/ershoufang/sh4468664.html,高区/18层,2室2厅,新湖明珠城,1110万,,普陀武宁
76133,53.59平,朝南,http://sh.lianjia.com/ershoufang/sh4461453.html,高区/4层,2室1厅,康强坊,408万,1993年建,徐汇康健
67531,75.52平,朝南,http://sh.lianjia.com/ershoufang/sh4461418.html,中区/6层,2室1厅,广茂苑,510万,1998年建,闸北大宁
43385,74.91平,朝南,http://sh.lianjia.com/ershoufang/sh4461319.html,低区/8层,2室1厅,古北菊翔苑（菊联路233弄）,325万,2008年建,宝山顾村
48205,97.5平,朝南北,http://sh.lianjia.com/ershoufang/sh4459776.html,高区/6层,2室2厅,春申府邸,470万,2007年建,闵行莘庄
52215,134.06平,朝南,http://sh.lianjia.com/ershoufang/sh4458475.html,低区/6层,3室2厅,广德苑,700万,2001年建,普陀长征
60167,34.57平,朝南,http://sh.lianjia.com/ershoufang/sh4458321.html,高区/3层,1室0厅,幸福新苑,208万,1996年建,闸北永和
45897,78.0平,朝南北,http://sh.lianjia.com/ershoufang/sh4458273.html,低区/11层,2室2厅,文宝苑,358万,2008年建,宝山顾村
46162,51.99平,朝南,http://sh.lianjia.com/ershoufang/sh4457901.html,低区/6层,1室1厅,桃浦三村石榴苑,240万,1993年建,普陀桃浦
48277,45.57平,朝南,http://sh.lianjia.com/ershoufang/sh4456373.html,中区/5层,2室0厅,桃浦一村瑞香苑,220万,1978年建,普陀桃浦
67934,51.52平,朝南,http://sh.lianjia.com/ershoufang/sh4454318.html,低区/12层,1室2厅,九英里,350万,2007年建,宝山共康
54878,41.0平,朝南,http://sh.lianjia.com/ershoufang/sh4452703.html,中区/6层,1室1厅,吉浦路615弄,225万,1994年建,宝山高境
74196,69.41平,朝南,http://sh.lianjia.com/ershoufang/sh4451185.html,中区/6层,2室1厅,恒大华城长清苑,515万,2000年建,浦东三林
60781,53.47平,朝南北,http://sh.lianjia.com/ershoufang/sh4448402.html,高区/6层,2室0厅,大三小区,325万,1991年建,虹口曲阳
41322,242.0平,(进门) 南,http://sh.lianjia.com/ershoufang/sh4448203.html,地上3层,4室2厅,金地格林世界（春晓）,1000万,2005年建,嘉定南翔
56422,83.3平,朝南北,http://sh.lianjia.com/ershoufang/sh4448144.html,高区/6层,2室1厅,桂林苑,470万,1995年建,徐汇漕河泾
33443,57.71平,朝南北,http://sh.lianjia.com/ershoufang/sh4444333.html,高区/6层,2室1厅,红旗五村,193万,1988年建,闵行老闵行
64251,41.4平,朝南北,http://sh.lianjia.com/ershoufang/sh4443514.html,低区/7层,1室1厅,张家浜小区,266万,1995年建,杨浦周家嘴路
65775,94.26平,朝南北,http://sh.lianjia.com/ershoufang/sh4442836.html,高区/11层,2室2厅,连城新苑,620万,2006年建,浦东金桥
100666,79.47平,朝南北,http://sh.lianjia.com/ershoufang/sh4440364.html,中区/34层,2室1厅,中凯城市之光（静安）,800万,2003年建,静安南京西路
90299,232.56平,朝东西,http://sh.lianjia.com/ershoufang/sh4439923.html,高区/60层,3室2厅,世茂滨江花园,2100万,,浦东陆家嘴
83630,44.84平,朝南,http://sh.lianjia.com/ershoufang/sh4439643.html,高区/6层,1室1厅,竹园新村（浦东）,375万,1988年建,浦东源深
55253,57.01平,朝南,http://sh.lianjia.com/ershoufang/sh4514479.html,高区/6层,2室1厅,市光三村,315万,1993年建,杨浦中原
68635,62.65平,朝南北,http://sh.lianjia.com/ershoufang/sh4514447.html,中区/6层,2室1厅,霍山路1200弄,430万,1985年建,杨浦东外滩
58043,36.18平,朝东南,http://sh.lianjia.com/ershoufang/sh4514439.html,低区/6层,1室0厅,梅陇二村,210万,1987年建,闵行梅陇
76564,60.08平,朝南北,http://sh.lianjia.com/ershoufang/sh4514097.html,低区/24层,2室0厅,高荣小区,460万,1991年建,静安曹家渡
43865,75.23平,朝南,http://sh.lianjia.com/ershoufang/sh4513816.html,低区/6层,2室2厅,天馨花园（公寓）,330万,1998年建,宝山杨行
71143,35.14平,朝南,http://sh.lianjia.com/ershoufang/sh4513732.html,低区/6层,1室0厅,四平路幸福村,250万,1990年建,虹口曲阳
65013,66.14平,朝南,http://sh.lianjia.com/ershoufang/sh4513102.html,低区/6层,2室1厅,龙柏五村,430万,1996年建,闵行龙柏
58625,32.75平,朝南,http://sh.lianjia.com/ershoufang/sh4512888.html,中区/5层,1室0厅,大二小区,192万,1957年建,虹口曲阳
46489,74.21平,朝南北,http://sh.lianjia.com/ershoufang/sh4512706.html,中区/8层,2室2厅,古北菊翔苑（菊联路233弄）,345万,2008年建,宝山顾村
104391,143.69平,朝南北,http://sh.lianjia.com/ershoufang/sh4511269.html,高区/33层,3室2厅,汇龙新城,1500万,2002年建,黄浦五里桥
60362,69.58平,朝南北,http://sh.lianjia.com/ershoufang/sh4501033.html,高区/18层,2室1厅,市光一村,420万,1994年建,杨浦中原
71381,60.24平,朝西,http://sh.lianjia.com/ershoufang/sh4500917.html,中区/25层,2室1厅,大连小区,430万,1994年建,虹口临平路
70422,32.66平,朝南,http://sh.lianjia.com/ershoufang/sh4500530.html,高区/6层,1室0厅,大二小区,230万,1973年建,虹口曲阳
109833,136.57平,朝南,http://sh.lianjia.com/ershoufang/sh4500194.html,低区/34层,3室2厅,耀江花园,1500万,2002年建,黄浦世博滨江
83160,28.86平,朝北,http://sh.lianjia.com/ershoufang/sh4500009.html,中区/7层,1室0厅,安西小区,240万,1996年建,静安江宁路
62886,97.0平,朝南,http://sh.lianjia.com/ershoufang/sh4499838.html,低区/16层,2室2厅,东方丽景,610万,2005年建,浦东金桥
60831,59.18平,朝南,http://sh.lianjia.com/ershoufang/sh4499673.html,低区/6层,1室1厅,南华苑,360万,1998年建,宝山大华
47799,176.99平,(进门) 南北,http://sh.lianjia.com/ershoufang/sh4499604.html,地上4层,4室2厅,金地格林世界（圣琼斯湾）,846万,2007年建,嘉定南翔
47405,71.3平,朝南,http://sh.lianjia.com/ershoufang/sh4499327.html,高区/6层,2室1厅,寿光路161弄,338万,1995年建,浦东金桥
49641,65.47平,朝南北,http://sh.lianjia.com/ershoufang/sh4499315.html,低区/13层,2室1厅,保平小区,325万,1993年建,闸北彭浦
58437,70.16平,朝南,http://sh.lianjia.com/ershoufang/sh4480675.html,中区/6层,2室1厅,大华二村,410万,1995年建,宝山大华
31618,221.39平,朝南,http://sh.lianjia.com/ershoufang/sh4480647.html,低区/21层,6室2厅,龙湖郦城,700万,2011年建,嘉定嘉定新城
85777,122.41平,朝南北,http://sh.lianjia.com/ershoufang/sh4479451.html,中区/11层,3室2厅,新世纪名苑,1050万,2002年建,浦东金杨
51614,75.56平,朝西南,http://sh.lianjia.com/ershoufang/sh4479317.html,高区/25层,2室1厅,锦绣河山,390万,1997年建,浦东金杨
51813,86.85平,朝西,http://sh.lianjia.com/ershoufang/sh4479167.html,低区/25层,2室1厅,红莲小区,450万,1998年建,浦东世博
84942,25.9平,朝西,http://sh.lianjia.com/ershoufang/sh4478758.html,高区/6层,1室0厅,长宁支路314弄,220万,1987年建,长宁中山公园
70526,121.94平,朝南北,http://sh.lianjia.com/ershoufang/sh4478631.html,低区/26层,3室2厅,青松小区,860万,1995年建,徐汇徐家汇
68159,30.81平,朝西南,http://sh.lianjia.com/ershoufang/sh4477721.html,中区/6层,1室0厅,延吉四村,210万,1985年建,杨浦黄兴公园
56326,38.17平,朝南,http://sh.lianjia.com/ershoufang/sh4477619.html,中区/6层,1室0厅,双阳路293弄,215万,1983年建,杨浦周家嘴路
96043,78.09平,朝东南,http://sh.lianjia.com/ershoufang/sh4539088.html,低区/32层,1室1厅,古北国际广场,750万,2006年建,长宁古北
87997,85.23平,朝南,http://sh.lianjia.com/ershoufang/sh4539050.html,高区/11层,2室2厅,合生高尔夫公寓,750万,2010年建,杨浦周家嘴路
56589,25.8平,朝西,http://sh.lianjia.com/ershoufang/sh4538608.html,高区/5层,1室0厅,宜川三村,146万,1956年建,普陀甘泉宜川
74021,56.74平,朝南北,http://sh.lianjia.com/ershoufang/sh4538572.html,中区/6层,3室0厅,天山路1726弄,420万,1988年建,长宁中山公园
69390,116.73平,朝南,http://sh.lianjia.com/ershoufang/sh4538498.html,低区/30层,2室2厅,虹叶花苑,810万,1996年建,虹口四川北路
51085,54.81平,朝西南,http://sh.lianjia.com/ershoufang/sh4538179.html,高区/14层,2室0厅,幸福第一公寓,280万,1998年建,闸北永和
46869,119.48平,朝南北,http://sh.lianjia.com/ershoufang/sh4538149.html,中区/6层,3室2厅,上大阳光乾清园,560万,2003年建,宝山上大
61274,48.96平,朝南,http://sh.lianjia.com/ershoufang/sh4537831.html,低区/6层,2室0厅,交通路3193弄,300万,1996年建,普陀万里
50345,50.65平,朝南,http://sh.lianjia.com/ershoufang/sh4537422.html,高区/6层,1室1厅,工农三村,255万,1991年建,杨浦中原
55961,47.89平,朝南,http://sh.lianjia.com/ershoufang/sh4537419.html,高区/6层,2室0厅,安塞小区,268万,1996年建,普陀甘泉宜川
41825,81.29平,朝南北,http://sh.lianjia.com/ershoufang/sh4536943.html,低区/6层,2室2厅,银春小区,340万,2004年建,闵行颛桥
92731,140.19平,朝南北,http://sh.lianjia.com/ershoufang/sh4529746.html,中区/16层,3室2厅,达安花园,1300万,2003年建,静安曹家渡
47153,101.16平,朝南北,http://sh.lianjia.com/ershoufang/sh4529709.html,高区/7层,4室2厅,万科城市花园,477万,1994年建,闵行七宝
42449,82.45平,朝南北,http://sh.lianjia.com/ershoufang/sh4529561.html,高区/6层,2室2厅,繁盛苑,350万,2003年建,闵行颛桥
94648,54.94平,朝南北,http://sh.lianjia.com/ershoufang/sh4528296.html,中区/7层,2室0厅,汝南街小区,520万,,黄浦五里桥
53756,30.88平,朝东,http://sh.lianjia.com/ershoufang/sh4527974.html,高区/5层,1室0厅,宜川三村,166万,1954年建,普陀甘泉宜川
90706,58.43平,朝南,http://sh.lianjia.com/ershoufang/sh4527866.html,中区/30层,1室2厅,新湖明珠城,530万,,普陀武宁
70469,38.74平,朝南,http://sh.lianjia.com/ershoufang/sh4527009.html,高区/6层,1室0厅,钦州南路300弄,273万,1994年建,徐汇康健
56878,75.6平,朝南,http://sh.lianjia.com/ershoufang/sh4526578.html,高区/6层,2室1厅,金塘小区,430万,1997年建,徐汇华东理工
92298,135.43平,朝南,http://sh.lianjia.com/ershoufang/sh4526475.html,中区/26层,3室3厅,卢湾城市花园,1250万,2002年建,黄浦世博滨江
67818,53.82平,朝南,http://sh.lianjia.com/ershoufang/sh4526345.html,低区/7层,2室0厅,双辽新村,365万,1991年建,杨浦鞍山
66285,87.5平,朝南,http://sh.lianjia.com/ershoufang/sh4526341.html,中区/24层,2室1厅,营口大厦,580万,1999年建,杨浦黄兴公园
47916,75.13平,朝南,http://sh.lianjia.com/ershoufang/sh4526143.html,高区/6层,2室2厅,锦秋路1188弄,360万,1999年建,宝山上大
40339,71.89平,,http://sh.lianjia.com/ershoufang/sh4526117.html,低区/6层,2室1厅,杨泰三村,290万,1994年建,宝山杨行
67097,120.72平,朝南北,http://sh.lianjia.com/ershoufang/sh4525717.html,低区/18层,3室2厅,盛世宝邸（一期）,810万,2010年建,宝山淞南
41010,76.81平,朝南北,http://sh.lianjia.com/ershoufang/sh4549010.html,高区/6层,2室1厅,祁连二村,315万,1994年建,宝山上大
89625,99.19平,朝南,http://sh.lianjia.com/ershoufang/sh4548693.html,高区/18层,2室2厅,明日星城,889万,2001年建,黄浦董家渡
56306,35.52平,朝南,http://sh.lianjia.com/ershoufang/sh4547545.html,低区/6层,1室0厅,龙潭小区,200万,1993年建,闸北阳城
55451,74.84平,朝南,http://sh.lianjia.com/ershoufang/sh4547267.html,高区/7层,2室2厅,罗秀新苑,415万,1996年建,闵行梅陇
55810,220.39平,朝南北,http://sh.lianjia.com/ershoufang/sh4546920.html,低区/24层,5室2厅,长发虹桥公寓,1230万,2005年建,长宁虹桥
90067,122.13平,朝南北,http://sh.lianjia.com/ershoufang/sh4546894.html,中区/11层,3室2厅,碧云新天地（三期）,1100万,2010年建,浦东金桥
60377,106.0平,朝南北,http://sh.lianjia.com/ershoufang/sh4546842.html,中区/18层,3室2厅,新梅绿岛苑,640万,2007年建,宝山共康
74404,94.08平,朝南北,http://sh.lianjia.com/ershoufang/sh4545922.html,中区/6层,2室2厅,天山新苑,700万,1998年建,长宁天山
48002,70.83平,朝南北,http://sh.lianjia.com/ershoufang/sh4545475.html,高区/5层,2室2厅,菊泉新城（陆翔路358弄）,340万,2005年建,宝山顾村
81110,81.37平,朝南,http://sh.lianjia.com/ershoufang/sh4545255.html,中区/18层,2室1厅,建工天峰公寓,660万,1996年建,虹口曲阳
63539,86.56平,朝南北,http://sh.lianjia.com/ershoufang/sh4468252.html,中区/6层,3室1厅,旭阳苑,550万,2000年建,闸北闸北公园
35701,137.25平,朝南北,http://sh.lianjia.com/ershoufang/sh4468150.html,中区/14层,3室2厅,金港花园（公寓）,490万,2007年建,松江泗泾
64542,61.2平,朝南,http://sh.lianjia.com/ershoufang/sh4467857.html,高区/5层,2室1厅,鞍山四村第二小区,395万,1980年建,杨浦鞍山
62500,38.4平,朝南北,http://sh.lianjia.com/ershoufang/sh4467180.html,中区/6层,1室1厅,民星二村,240万,1990年建,杨浦中原
61467,109.0平,朝南北,http://sh.lianjia.com/ershoufang/sh4466739.html,中区/11层,3室2厅,凯鑫苑,670万,2002年建,浦东高行
62620,41.52平,朝南,http://sh.lianjia.com/ershoufang/sh4465953.html,高区/6层,1室1厅,万科城市花园,260万,1994年建,闵行七宝
44789,91.54平,朝南,http://sh.lianjia.com/ershoufang/sh4463749.html,低区/11层,2室2厅,同盛嘉园,410万,2008年建,宝山杨行
57723,61.5平,朝南北,http://sh.lianjia.com/ershoufang/sh4463542.html,高区/7层,2室1厅,洛阳新村,355万,1997年建,虹口凉城
61677,72.96平,朝西,http://sh.lianjia.com/ershoufang/sh4463080.html,中区/18层,2室1厅,虹连大楼,450万,1991年建,虹口曲阳
56947,114.14平,朝南北,http://sh.lianjia.com/ershoufang/sh4437742.html,低区/11层,3室2厅,白雪公主,650万,2004年建,闵行七宝
44728,78.25平,朝南北,http://sh.lianjia.com/ershoufang/sh4437242.html,中区/5层,2室1厅,菊泉新城（陆翔路698弄）,350万,2005年建,宝山顾村
59544,85.65平,朝南,http://sh.lianjia.com/ershoufang/sh4437116.html,高区/6层,2室2厅,文华苑（宝山）,510万,1999年建,宝山大华
44910,76.82平,朝南北,http://sh.lianjia.com/ershoufang/sh4434172.html,高区/6层,2室2厅,共富一村,345万,1997年建,宝山共富
76168,77.46平,朝南北,http://sh.lianjia.com/ershoufang/sh4431742.html,高区/6层,2室1厅,黄山始信苑,590万,1998年建,浦东金杨
66895,55.31平,朝南北,http://sh.lianjia.com/ershoufang/sh4431235.html,高区/6层,2室0厅,欧九小区,370万,1985年建,虹口鲁迅公园
58568,138.3平,朝南北,http://sh.lianjia.com/ershoufang/sh4430561.html,低区/12层,3室2厅,大上海国际花园（九区）,810万,1999年建,闵行静安新城
65146,30.7平,朝南,http://sh.lianjia.com/ershoufang/sh4429511.html,高区/6层,1室0厅,沂南路54弄,200万,1981年建,浦东南码头
44158,93.98平,朝南北,http://sh.lianjia.com/ershoufang/sh4428521.html,高区/18层,2室2厅,御上海,415万,2009年建,松江松江大学城
78268,81.77平,朝南,http://sh.lianjia.com/ershoufang/sh4427862.html,中区/32层,1室2厅,中远两湾城,640万,2004年建,普陀中远两湾城
68382,68.0平,朝南北,http://sh.lianjia.com/ershoufang/sh4427451.html,中区/6层,2室1厅,阳光三村,465万,1990年建,浦东洋泾
44543,49.39平,朝南北,http://sh.lianjia.com/ershoufang/sh4427364.html,中区/5层,2室0厅,海滨三村,220万,1980年建,宝山淞宝
37440,102.83平,朝南,http://sh.lianjia.com/ershoufang/sh4427171.html,中区/6层,3室2厅,江中公寓,385万,1978年建,松江松江新城
64173,116.87平,朝南,http://sh.lianjia.com/ershoufang/sh4424968.html,高区/5层,3室2厅,莘梓苑,750万,2001年建,闵行莘庄
53409,44.0平,朝南,http://sh.lianjia.com/ershoufang/sh4423947.html,高区/6层,1室1厅,通河四村,235万,1989年建,宝山通河
67422,126.07平,朝南,http://sh.lianjia.com/ershoufang/sh4423018.html,低区/11层,3室2厅,陆家嘴新景园,850万,2002年建,浦东金杨
57068,38.55平,朝南,http://sh.lianjia.com/ershoufang/sh4421382.html,中区/5层,1室0厅,市光三村,220万,1994年建,杨浦中原
55641,58.41平,朝南北,http://sh.lianjia.com/ershoufang/sh4420911.html,高区/6层,2室1厅,古美一村,325万,1995年建,闵行古美
57571,39.95平,朝南,http://sh.lianjia.com/ershoufang/sh4417537.html,高区/6层,1室1厅,上大东村,230万,1987年建,闸北闸北公园
68985,34.79平,朝南,http://sh.lianjia.com/ershoufang/sh4415611.html,中区/6层,1室1厅,新泾三村,240万,1985年建,长宁北新泾
80027,88.72平,朝南北,http://sh.lianjia.com/ershoufang/sh4414002.html,中区/5层,2室2厅,证大家园（公寓）,710万,2005年建,浦东金桥
46948,46.86平,朝南,http://sh.lianjia.com/ershoufang/sh4413950.html,低区/6层,1室1厅,共富一村,220万,1997年建,宝山共富
62025,39.5平,朝南,http://sh.lianjia.com/ershoufang/sh4413712.html,高区/6层,1室1厅,延吉五村,245万,1985年建,杨浦黄兴公园
61068,131.0平,朝南北,http://sh.lianjia.com/ershoufang/sh4413015.html,中区/11层,3室2厅,未来域,800万,2006年建,浦东三林
59230,65.0平,朝南北,http://sh.lianjia.com/ershoufang/sh4412194.html,中区/6层,2室1厅,大华二村,385万,1996年建,宝山大华
57846,49.96平,朝南,http://sh.lianjia.com/ershoufang/sh4411883.html,高区/5层,2室0厅,三门路24弄,289万,1995年建,杨浦中原
75987,32.9平,朝南,http://sh.lianjia.com/ershoufang/sh4411445.html,低区/6层,1室0厅,西南小区,250万,1980年建,虹口曲阳
101035,118.77平,朝南北,http://sh.lianjia.com/ershoufang/sh4404348.html,高区/39层,3室2厅,瑞虹新城（二期）,1200万,,虹口临平路
56573,44.19平,朝南,http://sh.lianjia.com/ershoufang/sh4402331.html,高区/6层,2室0厅,隆昌路468弄,250万,1985年建,杨浦周家嘴路
84812,76.64平,朝南北,http://sh.lianjia.com/ershoufang/sh4402151.html,中区/10层,2室2厅,恒陇丽晶公寓,650万,2009年建,普陀曹杨
51930,68.36平,朝南,http://sh.lianjia.com/ershoufang/sh4401812.html,高区/6层,2室1厅,龙柏二村,355万,1994年建,闵行龙柏
74257,101.0平,朝南,http://sh.lianjia.com/ershoufang/sh4401593.html,中区/24层,2室2厅,大众公寓,750万,1995年建,虹口北外滩
72120,48.53平,朝南北,http://sh.lianjia.com/ershoufang/sh4401274.html,高区/5层,2室0厅,打浦路480弄,350万,1979年建,黄浦打浦桥
49172,89.48平,朝南北,http://sh.lianjia.com/ershoufang/sh4400909.html,中区/4层,2室2厅,奥林匹克花园,440万,2002年建,松江九亭
38863,123.51平,朝南北,http://sh.lianjia.com/ershoufang/sh4400380.html,中区/6层,3室2厅,亭汇花苑,480万,2002年建,松江九亭
74032,143.18平,朝南北,http://sh.lianjia.com/ershoufang/sh4400093.html,中区/17层,3室2厅,生安花苑,1060万,2001年建,浦东源深
86135,84.75平,朝南北,http://sh.lianjia.com/ershoufang/sh4399708.html,高区/6层,2室2厅,泾南教师公寓,730万,1999年建,浦东洋泾
73085,31.47平,朝南,http://sh.lianjia.com/ershoufang/sh4399277.html,中区/5层,1室0厅,鞍山四村第二小区,230万,1997年建,杨浦鞍山
107264,73.65平,朝南,http://sh.lianjia.com/ershoufang/sh4396135.html,高区/18层,1室2厅,沪中新苑,790万,,静安曹家渡
52409,56.86平,朝南北,http://sh.lianjia.com/ershoufang/sh4395660.html,低区/6层,2室1厅,银都二村（闸北）,298万,1995年建,闸北彭浦
50308,56.65平,朝南北,http://sh.lianjia.com/ershoufang/sh4393606.html,中区/6层,2室1厅,银都新村（1至7区）,285万,1995年建,闵行颛桥
